"database.ektest.emirates.com",
"dena.ektest.emirates.com",
"denas.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.denas.ektest.emirates.com",""
"deploy.ektest.emirates.com",""
"*.deploy.ektest.emirates.com",""
"a104-116-28-77.deploy.ektest.emirates.com",""
"*.a104-116-28-77.deploy.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.a104-116-28-77.deploy.ektest.emirates.com",""
"a104-121-94-154.deploy.ektest.emirates.com",""
"*.a104-121-94-154.deploy.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.a104-121-94-154.deploy.ektest.emirates.com",""
"*.thissubdomainshouldonlyresolveifwildcard.a104-121-94-154.deploy.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.thissubdomainshouldonlyresolveifwildcard.a104-121-94-154.deploy.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.thissubdomainshouldonlyresolveifwildcard.thissubdomainshouldonlyresolveifwildcard.a104-121-94-154.deploy.ektest.emirates.com",""
"a2-23-131-137.deploy.ektest.emirates.com",""
"*.a2-23-131-137.deploy.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.a2-23-131-137.deploy.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.deploy.ektest.emirates.com",""
"devservices.ektest.emirates.com",""
"dfo.ektest.emirates.com",""
"dmp4.ektest.emirates.com",""
"dnataapps.ektest.emirates.com",""
"docker.ektest.emirates.com",""
"dogrfn01z.ektest.emirates.com",""
"*.dogrfn01z.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.dogrfn01z.ektest.emirates.com",""
"dogrfn4z.ektest.emirates.com",""
"dogrfn5z.ektest.emirates.com",""
"dogrfn6z.ektest.emirates.com",""
"domaincontrol.ektest.emirates.com",""
"dxbitcint3.ektest.emirates.com",""
"dxbmiftpeft0.ektest.emirates.com",""
"dxbmiftpeft2.ektest.emirates.com",""
"e.ektest.emirates.com",""
"*.e.ektest.emirates.com",""
"b.e.ektest.emirates.com",""
"ns.e.ektest.emirates.com",""
"*.ns.e.ektest.emirates.com",""
"universal.ns.e.ektest.emirates.com",""
"sae-ns.e.ektest.emirates.com",""
"*.sae-ns.e.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.sae-ns.e.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.e.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.thissubdomainshouldonlyresolveifwildcard.e.ektest.emirates.com",""
"edge.ektest.emirates.com",""
"*.edge.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.edge.ektest.emirates.com",""
"eghq-extgss-0.ektest.emirates.com",""
"eip.ektest.emirates.com",""
"ek.ektest.emirates.com",""
"ek522.ektest.emirates.com",""
"ekadfs.ektest.emirates.com",""
"*.ekadfs.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.ekadfs.ektest.emirates.com",""
"ekappsup.ektest.emirates.com",""
"ekbpmte.ektest.emirates.com",""
"ekeng.ektest.emirates.com",""
"*.ekeng.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.ekeng.ektest.emirates.com",""
"ekftp.ektest.emirates.com",""
"ekgroupadfs.ektest.emirates.com",""
"ekgrpapplications.ektest.emirates.com",""
"ekmail.ektest.emirates.com",""
"ekpstg.ektest.emirates.com",""
"eksms.ektest.emirates.com",""
"eksmtpgw-0.ektest.emirates.com",""
"eksmtpgw-2.ektest.emirates.com",""
"ekstgtibco.ektest.emirates.com",""
"eksts-stg.ektest.emirates.com",""
"*.eksts-stg.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.eksts-stg.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.thissubdomainshouldonlyresolveifwildcard.eksts-stg.ektest.emirates.com",""
"eksts.ektest.emirates.com",""
"ekwce.ektest.emirates.com",""
"ekws.ektest.emirates.com",""
"*.ekws.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.ekws.ektest.emirates.com",""
"ekwsv2.ektest.emirates.com",""
"encom.ektest.emirates.com",""
"*.encom.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.encom.ektest.emirates.com",""
"enterpriseregistration.ektest.emirates.com",""
"europe.ektest.emirates.com",""
"europewest.ektest.emirates.com",""
"eworkspace.ektest.emirates.com",""
"ex2news.ektest.emirates.com",""
"*.ex2news.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.ex2news.ektest.emirates.com",""
"ex4news.ektest.emirates.com",""
"ezm.ektest.emirates.com",""
"face.ektest.emirates.com",""
"fcspaw.ektest.emirates.com",""
"*.fcspaw.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.fcspaw.ektest.emirates.com",""
"flightopsportal-stg.ektest.emirates.com",""
"fly13.ektest.emirates.com",""
"fly5-pp.ektest.emirates.com",""
"flystaging1.ektest.emirates.com",""
"flystaging12.ektest.emirates.com",""
"flytest0.ektest.emirates.com",""
"flytest1.ektest.emirates.com",""
"foe6lye6roieop7gr5n0vgu.ektest.emirates.com",""
"foip.ektest.emirates.com",""
"foros.ektest.emirates.com",""
"fospapps-stg.ektest.emirates.com",""
"*.fospapps-stg.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.fospapps-stg.ektest.emirates.com",""
"ftp0.ektest.emirates.com",""
"ftp1.ektest.emirates.com",""
"g8hm3020a78zzls.ektest.emirates.com",""
"*.g8hm3020a78zzls.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.g8hm3020a78zzls.ektest.emirates.com",""
"global.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.global.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.thissubdomainshouldonlyresolveifwildcard.global.ektest.emirates.com",""
"gmail.ektest.emirates.com",""
"groupworld.ektest.emirates.com",""
"*.groupworld.ektest.emirates.com",""
"services.groupworld.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.groupworld.ektest.emirates.com",""
"*.thissubdomainshouldonlyresolveifwildcard.groupworld.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.thissubdomainshouldonlyresolveifwildcard.groupworld.ektest.emirates.com",""
"gss.ektest.emirates.com",""
"*.gss.ektest.emirates.com",""
"isr.gss.ektest.emirates.com",""
"products.gss.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.gss.ektest.emirates.com",""
"gw-apps.ektest.emirates.com",""
"gw.ektest.emirates.com",""
"hkg.ektest.emirates.com",""
"hr.ektest.emirates.com",""
"idam.ektest.emirates.com",""
"*.idam.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.idam.ektest.emirates.com",""
"idp.ektest.emirates.com",""
"*.idp.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.idp.ektest.emirates.com",""
"imail.ektest.emirates.com",""
"imap.ektest.emirates.com",""
"*.imap.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.imap.ektest.emirates.com",""
"imaps.ektest.emirates.com",""
"infospace-apps.ektest.emirates.com",""
"infospace-onednata.ektest.emirates.com",""
"infospace.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.infospace.ektest.emirates.com",""
"int.ektest.emirates.com",""
"io.ektest.emirates.com",""
"iphone.ektest.emirates.com",""
"isaturn-test.ektest.emirates.com",""
"ise.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.ise.ektest.emirates.com",""
"jenkins.ektest.emirates.com",""
"job.ektest.emirates.com",""
"*.job.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.job.ektest.emirates.com",""
"june.ektest.emirates.com",""
"korea.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.korea.ektest.emirates.com",""
"lab.ektest.emirates.com",""
"*.lab.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.lab.ektest.emirates.com",""
"laboratorio.ektest.emirates.com",""
"labs.ektest.emirates.com",""
"lax2.ektest.emirates.com",""
"*.lax2.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.lax2.ektest.emirates.com",""
"lib.ektest.emirates.com",""
"*.lib.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.lib.ektest.emirates.com",""
"link.ektest.emirates.com",""
"lms.ektest.emirates.com",""
"*.lms.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.lms.ektest.emirates.com",""
"lp.ektest.emirates.com",""
"*.lp.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.lp.ektest.emirates.com",""
"lyncextwebdir.ektest.emirates.com",""
"lyncextwebpool02.ektest.emirates.com",""
"mail.ektest.emirates.com",""
"mailer.ektest.emirates.com",""
"*.mailer.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.mailer.ektest.emirates.com",""
"*.thissubdomainshouldonlyresolveifwildcard.mailer.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.thissubdomainshouldonlyresolveifwildcard.mailer.ektest.emirates.com",""
"manage.ektest.emirates.com",""
"meta.ektest.emirates.com",""
"meta4.ektest.emirates.com",""
"*.meta4.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.meta4.ektest.emirates.com",""
"metrics.ektest.emirates.com",""
"mitec-extgss-4.ektest.emirates.com",""
"*.mitec-extgss-4.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.mitec-extgss-4.ektest.emirates.com",""
"mobile5.ektest.emirates.com",""
"*.mobile5.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.mobile5.ektest.emirates.com",""
"monitor.ektest.emirates.com",""
"mpr.ektest.emirates.com",""
"mtaemailaz02.ektest.emirates.com",""
"mtaemailaz3.ektest.emirates.com",""
"*.mtaemailaz3.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.mtaemailaz3.ektest.emirates.com",""
"mx.ektest.emirates.com",""
"*.mx.ektest.emirates.com",""
"bida.mx.ektest.emirates.com",""
"*.bida.mx.ektest.emirates.com",""
"billing.bida.mx.ektest.emirates.com",""
"*.billing.bida.mx.ektest.emirates.com",""
"beta.billing.bida.mx.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.billing.bida.mx.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.bida.mx.ektest.emirates.com",""
"thissubdomainshouldonlyresolveifwildcard.mx.ektest.emirates.com",""
"nautilus.ektest.emirates.com",""
"ndes.ektest.emirates.com",""
"newsite.ektest.emirates.com",""
"nlpnrgovack-tibbw.ektest.emirates.com",""
